Description,Price,Rating,Review_count,Url
"Gaming Chair, Racing Style Bonded Leather Gamer Chair, Ergonomic Office Chair Computer Desk Executive Chair, with Adjustable Height and Flip-Up Arms, Gaming Chair for Adults Teens Kids Men Women",$99.99,4.3 out of 5 stars,276,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A00421072LMNPNSRW4V6N&url=%2FLeather-Ergonomic-Computer-Executive-Adjustable%2Fdp%2FB09C677B6G%2Fref%3Dsr_1_203_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103510%26sr%3D8-203-spons%26psc%3D1&qualifier=1658103510&id=7723503970335321&widgetName=sp_btf
"Ergonomic Office Chair, Home Desk Chair, Comfy Breathable Mesh Chair, High Back Thick Cushion Computer Chair with Headrest and 3D Armrests, Adjustable Height Home Gaming Chair (Grey)",$229.99,4.4 out of 5 stars,4,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A0222219IUTOWGH57SSV&url=%2FErgonomic-Breathable-Computer-Headrest-Adjustable%2Fdp%2FB09MZLR96D%2Fref%3Dsr_1_204_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103510%26sr%3D8-204-spons%26psc%3D1&qualifier=1658103510&id=7723503970335321&widgetName=sp_btf
"VON RACER Gaming Chair, Massage Gaming Chair with Footrest,Office Chair,Gaming Chair for Adults with Lumbar Support and Headrest,Adjustable High Back Ergonomic Game Chair for Office or Gaming",$179.99,4.4 out of 5 stars,84,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A05483983PPK0OQWTJV6M&url=%2FVON-RACER-Footrest-Adjustable-Ergonomic%2Fdp%2FB09VKWMVPK%2Fref%3Dsr_1_193_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103519%26sr%3D8-193-spons%26psc%3D1&qualifier=1658103519&id=6340074941653074&widgetName=sp_atf_next
"Cedric Office Chair,Breathable Mesh Computer Chair with Ergonomic Adjustable Lumbar Support, Black Swivel Desk Chair with Adjustable Armrest and Headrest, Mesh Seat,BIFMA Certification No 5.1",$269.99,3.8 out of 5 stars,314,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A0427465227FAL30IJQRN&url=%2FCedric-Ergonomic-Adjustable-Armrests-Headrest%2Fdp%2FB07B7JZK3Z%2Fref%3Dsr_1_194_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103519%26sr%3D8-194-spons%26psc%3D1&qualifier=1658103519&id=6340074941653074&widgetName=sp_atf_next
"FANTASYLAB Big and Tall 400lb Massage Memory Foam Gaming Chair Adjustable Tilt, Back Angle and 3D Arms High-Back Leather Racing Executive Computer Desk Office Chair, Metal Base",$259.99,4.9 out of 5 stars,14,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A0190656W3CHOVLPPGOX&url=%2FFANTASYLAB-Adjustable-High-Back-Executive-Computer%2Fdp%2FB0B313BPYW%2Fref%3Dsr_1_195_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103519%26sr%3D8-195-spons%26psc%3D1&qualifier=1658103519&id=6340074941653074&widgetName=sp_atf_next
Comermax High Back Office Chair PU Leather Swivel Computer Desk Chair Executive Office Adjustable Ergonomic Computer Chair Big and Tall Chair (9257-black),$229.00,4.5 out of 5 stars,23,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A06103492Z6Q57WNI69ID&url=%2FComermax-Executive-Adjustable-Ergonomic-9257-black%2Fdp%2FB09S5VQ11R%2Fref%3Dsr_1_196_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103519%26sr%3D8-196-spons%26psc%3D1&qualifier=1658103519&id=6340074941653074&widgetName=sp_atf_next
"Anatch Gaming Office High Back Computer Ergonomic Adjustable Swivel Chair, with Headrest and Lumbar Support,Footrest, Red",$220.34,,,https://www.amazon.com/Anatch-Computer-Ergonomic-Adjustable-Headrest/dp/B0B49QSPKT/ref=sr_1_198?keywords=Gaming+Chair&qid=1658103519&sr=8-198
"Gamer Chair, JOYFLY Gaming Chairs Silla Gamer Gamer Chair for Teens Ergonomic with High Back, Headrest, and Lumbar Support(Red)",$149.99,4.4 out of 5 stars,23,https://www.amazon.com/JOYFLY-Gaming-Ergonomic-Headrest-Support/dp/B09Y7ZPLF6/ref=sr_1_199?keywords=Gaming+Chair&qid=1658103519&sr=8-199
"AKRacing AK-SX-BK Gaming Chair, Black",$429.00,4.5 out of 5 stars,248,https://www.amazon.com/AKRacing-AK-SX-BK-Gaming-Chair-Black/dp/B07B3XWHG8/ref=sr_1_200?keywords=Gaming+Chair&qid=1658103519&sr=8-200
Xzeal Gamer Chair High Back Leather Z10B Black,$179.00,4.4 out of 5 stars,191,https://www.amazon.com/Xzeal-Gamer-Performance-Styles-ZXSXZ10B/dp/B08CYCVMBJ/ref=sr_1_201?keywords=Gaming+Chair&qid=1658103519&sr=8-201
Gaming Chair Mechanism for Adjust The Height for Gaming Chair Office Chair Computer Chair,$49.99,,,https://www.amazon.com/SITMOD-Gaming-Chair-Tuo-Pan/dp/B08YVNH49M/ref=sr_1_202?keywords=Gaming+Chair&qid=1658103519&sr=8-202
HALTER Desk Chair - Black Gaming Mesh Chair - Adjustable and Comfortable Ergonomic Chair with Armrests and Wing Lumbar Support - Ideal Gaming or Home Office Chair,$84.99,4.0 out of 5 stars,"1,259",https://www.amazon.com/HALTER-Desk-Chair-Adjustable-Comfortable/dp/B08HDN6LVD/ref=sr_1_203?keywords=Gaming+Chair&qid=1658103519&sr=8-203
"OTTERLEAd Floor Chair with Back Support, Adjustable 14 Angles, Lounge Chairs for Bedroom, Backrest and Headrest Can Easily Adjusted,Lazy Chair for Meditation, Reading, Video-Gaming 014(Grey)",$109.99,5.0 out of 5 stars,3,https://www.amazon.com/Adjustable-Backrest-Headrest-Meditation-Video-Gaming/dp/B0998PX7D7/ref=sr_1_204?keywords=Gaming+Chair&qid=1658103519&sr=8-204
"ApexRS Gaming Chair for Adults - High Back Gaming Chair for Office or Computer Desk, Durable and Comfortable Racing Chair, Ergonomic Lumbar Support, Mesh Back, Headrest, Lumbar Pillow (Black)",$299.00,,,https://www.amazon.com/ApexRS-Gaming-Chair-Adults-Comfortable/dp/B09JB1VLKL/ref=sr_1_205?keywords=Gaming+Chair&qid=1658103519&sr=8-205
"AKRacing Office Series Obsidian Computer Chair- PU Leather with High Backrest, Ergonomic, Recliner, Swivel, Tilt, Rocker & Seat Height Adjustment Mechanisms, 5/10 Warranty, Carbon Black",$449.00,4.3 out of 5 stars,77,https://www.amazon.com/AKRacing-Obsidian-Ergonomic-Adjustment-Mechanisms-pc/dp/B07B45354P/ref=sr_1_206?keywords=Gaming+Chair&qid=1658103519&sr=8-206
"Gaming Chair,Massage Office Chair Racing Desk Chair High Back PU Leather Executive Rolling Task Adjustable Computer Chair with Lumbar Support Headrest Armrest Swivel Chair, Blue",$129.99,4.4 out of 5 stars,"1,153",https://www.amazon.com/Massage-Executive-Adjustable-Computer-Headrest/dp/B08ZN3W96V/ref=sr_1_207?keywords=Gaming+Chair&qid=1658103519&sr=8-207
Cinnamoroll WCG Gaming Chair Girls Cute Computer Armchair Office Home Swivel Lifting Adjustable Chair (Purple),$239.00,3.9 out of 5 stars,6,https://www.amazon.com/Cinnamoroll-Computer-Armchair-Lifting-Adjustable/dp/B09N384M23/ref=sr_1_208?keywords=Gaming+Chair&qid=1658103519&sr=8-208
"FLOGUOR Floor Chair Floor Lounger Chair 42-Position Recliner Adjustable Foldable Video Gaming Meditating, Reading, Padded Comfortable Seat, Indoors (Grey) 8812GR",$104.99,3.9 out of 5 stars,59,https://www.amazon.com/FLOGUOR-42-Position-Adjustable-Convenient-Meditating/dp/B08CDPBCYT/ref=sr_1_209?keywords=Gaming+Chair&qid=1658103519&sr=8-209
"Sibosen Swivel Gaming Chair, 360 Degree Rotating Floor Chair Rocker with Lumbar Pad, Armrest, 6-Position Adjustable Backrest for Playing Video Games, Reading and TV (Black w/Gray)",$107.75,,,https://www.amazon.com/Sibosen-Rotating-6-Position-Adjustable-Backrest/dp/B09QSFLHNQ/ref=sr_1_210?keywords=Gaming+Chair&qid=1658103519&sr=8-210
"Secretlab TITAN Evo 2022 Stealth Gaming Chair - Reclining, Ergonomic & Heavy Duty Computer Chair with 4D Armrest, Magnetic Head Pillow & Lumbar Support - Big and Tall Up To 395lbs - Black - PU Leather",$649.00,2.6 out of 5 stars,4,https://www.amazon.com/Secretlab-TITAN-Stealth-Gaming-Chair/dp/B0B3RG3MD9/ref=sr_1_211?keywords=Gaming+Chair&qid=1658103519&sr=8-211
"X Rocker 0780401 Sigma RGB PC Chair 2.0 BT X, 24.41"" x 20.87"" x 49.8"", Black",$326.92,3.9 out of 5 stars,74,https://www.amazon.com/Rocker-Sigma-Chair-24-41-20-87/dp/B0899CFP78/ref=sr_1_212?keywords=Gaming+Chair&qid=1658103519&sr=8-212
"iooHug Ergonomic Gaming Chair Computer Chair for Teens with Adjustable Armrest, Comfortable High Back Office Chair Desk Chair 350LBS, Video Game Chairs Recliner Racing Gamer Chair Grey",$129.99,4.3 out of 5 stars,986,https://www.amazon.com/iooHug-Ergonomic-Computer-Adjustable-Comfortable/dp/B09MN2MG8R/ref=sr_1_213?keywords=Gaming+Chair&qid=1658103519&sr=8-213
Marada Gaming Seat Lumbar with Cushion and Seat Angle Adjustment Reclinable Gaming Desk and Seat Breathable PU Leather Heavy-Duty Metal Frame Video Game Seat,$259.99,4.4 out of 5 stars,5,https://www.amazon.com/Marada-Adjustment-Reclinable-Breathable-Heavy-Duty/dp/B09875ZB5S/ref=sr_1_214?keywords=Gaming+Chair&qid=1658103519&sr=8-214
"Heritage Kids Faux Fur Video Rocker Gaming Chair, Purple",$69.99,2.0 out of 5 stars,3,https://www.amazon.com/Heritage-Kids-Rocker-Gaming-Purple/dp/B09ZBKR82M/ref=sr_1_215?keywords=Gaming+Chair&qid=1658103519&sr=8-215
Jean Derce Gaming Chair Ergonomic Office Chair High Back Desk Chair with PU Leather Executive Computer Gaming Chair Adjustable Armrest Video Game Chair Swivel Rolling for Teens and Adults,$124.99,5.0 out of 5 stars,2,https://www.amazon.com/Jean-Derce-Ergonomic-Executive-Adjustable/dp/B09SKN62RT/ref=sr_1_216?keywords=Gaming+Chair&qid=1658103519&sr=8-216
"OSP Home Furnishings Gigabyte High-Back LED Lit Gaming Chair, Black Faux Leather with Red Trim and Accents",$353.80,4.0 out of 5 stars,6,https://www.amazon.com/OSP-Home-Furnishings-Gigabyte-High-Back/dp/B084PWHL8H/ref=sr_1_217?keywords=Gaming+Chair&qid=1658103519&sr=8-217
JHHDP Study Room Simple Full Mesh Ergonomic Gaming Chair Computer Chair Office Swivel Chair Chair Home (Color : Style 2),"$3,617.58",,,https://www.amazon.com/Simple-Ergonomic-Gaming-Computer-Office/dp/B0B61F7XK4/ref=sr_1_218?keywords=Gaming+Chair&qid=1658103519&sr=8-218
"Soontrans Blue Gaming Chairs with Massage,Ergonomic Computer Gamer Chair,Game Chair with Adjustable Headrest and Lumbar Support (Storm Blue)",$152.90,3.9 out of 5 stars,"2,004",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A03892063AEZBI4EIU9O2&url=%2FSoontrans-Ergonomic-Computer-High-Back-Adjustable%2Fdp%2FB08HN2PYZD%2Fref%3Dsr_1_221_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103519%26sr%3D8-221-spons%26psc%3D1&qualifier=1658103519&id=6340074941653074&widgetName=sp_mtf
"MUZII Office Desk Chairs, Computer Gaming Chairs, Desk Chair with Padded Armrests and Height Adjustment Video Game Chairs for Teens White",$98.99,4.4 out of 5 stars,248,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A0519879SD9F3F6ROZA4&url=%2FMUZII-Office-Computer-Armrests-Adjustment%2Fdp%2FB09QPPQT6Y%2Fref%3Dsr_1_222_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103519%26sr%3D8-222-spons%26psc%3D1&qualifier=1658103519&id=6340074941653074&widgetName=sp_mtf
"DualThunder Ergonomic Office Chair, Home Office Desk Chairs with Wheels and Armrests, High Back Mesh Computer Chairs for Adults, Adjustable Swivel Rolling Chair Clearance, Black",$129.99,4.1 out of 5 stars,26,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A00948971DBPXQRS4QH0L&url=%2FDualThunder-Ergonomic-Armrests-Adjustable-Clearance%2Fdp%2FB09R9SP9Z7%2Fref%3Dsr_1_223_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103519%26sr%3D8-223-spons%26psc%3D1&qualifier=1658103519&id=6340074941653074&widgetName=sp_mtf
"Ninecer Task Chair with Arms, Home Office Desk Chairs with Height Adjustable, High Back Mesh Office Chair Computer Chair, Comfortable Ergonomic Swivel Rolling Chair with Rocking Mode Black",$62.99,4.0 out of 5 stars,80,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A05379902KJ78Q4P2N491&url=%2FNinecer-Adjustable-Computer-Comfortable-Ergonomic%2Fdp%2FB09F3CMC9W%2Fref%3Dsr_1_224_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103519%26sr%3D8-224-spons%26psc%3D1&qualifier=1658103519&id=6340074941653074&widgetName=sp_mtf
"Atlantic Dardashti Gaming/Executive Chair –Molded Cold-Cure Foam, ANSI/BIFMA X5.1 Tested, Class-4 Heavy-Duty Gas Piston, 350 lbs. Weight Load, 8-Way Arm Rests, PN 78050356 – Black and Midnight",$371.92,4.0 out of 5 stars,176,https://www.amazon.com/Atlantic-Dardashti-Gaming-Chair-Commercial/dp/B089QSNZTN/ref=sr_1_225?keywords=Gaming+Chair&qid=1658103519&sr=8-225
"DualThunder Gaming Office Chair, Ergonomic Cheap Gaming Chair, Computer Chairs Video Game Chairs, Reclining Rolling Gaming Chairs for Adults, Teens and Gamers, Desk Office Chairs Clearance, Blue",$99.99,4.1 out of 5 stars,94,https://www.amazon.com/DualThunder-Ergonomic-Computer-Reclining-Clearance/dp/B09QQ3PCST/ref=sr_1_226?keywords=Gaming+Chair&qid=1658103519&sr=8-226
Urnodel Floor Chair with Back Support for Adults Adjustable 5-Position Thick Padded Floor Gaming Chair Great for Meditation Reading Watching Video-Gaming 8809(Grey),$89.99,4.6 out of 5 stars,10,https://www.amazon.com/Urnodel-Adjustable%EF%BC%8CPadded-Seat%EF%BC%8CRecliner-Meditation-Video-Gaming/dp/B09BZCSSW7/ref=sr_1_227?keywords=Gaming+Chair&qid=1658103519&sr=8-227
Luxe Ultra Max Gaming Chair and Desk Chair- Black Body with Black Side seat Panels and Gold Stitching,$299.99,4.8 out of 5 stars,5,https://www.amazon.com/Luxe-Gaming-Chair-Panels-Stitching/dp/B08XWPZ5C2/ref=sr_1_228?keywords=Gaming+Chair&qid=1658103519&sr=8-228
"Urnodel Swivel Floor Chair for Teens，Multipurpose Gaming Chair Rocker for TV, Reading, Playing Video Games Lumbar Support,  Adjustable Foldable Backrest 8858Z (Grey)",$129.99,4.8 out of 5 stars,7,https://www.amazon.com/Urnodel-Teens%EF%BC%8CMultipurpose-Adjustable-Foldable-Backrest/dp/B09BZD78NQ/ref=sr_1_229?keywords=Gaming+Chair&qid=1658103519&sr=8-229
"OTTERLEAd Super Soft Crystal Fabric Floor Chair, Chair Back Angle 14 Gears Adjustable,High Back Support Gaming Floor Chair for Adult,Dorm Cushion Lazy Chair,Comfy for Reading Meditating",$89.99,4.0 out of 5 stars,3,https://www.amazon.com/OTTERLEAd-Crystal-Adjustable-Support-Meditating/dp/B0998PVH2X/ref=sr_1_230?keywords=Gaming+Chair&qid=1658103519&sr=8-230
"Vertagear P-Line 6000 Racing Series Gaming Chair, X-Large, Black",$413.58,3.6 out of 5 stars,253,https://www.amazon.com/Vertagear-PL6000_BO-P-Line-Racing-X-Large/dp/B074QTQ4RW/ref=sr_1_232?keywords=Gaming+Chair&qid=1658103519&sr=8-232
"Gaming Computer Chair Video Game Chair PU Leather Ergonomic Adjustable Racing Office Desk Chair for Adults, Classic Grey",$99.99,,,https://www.amazon.com/Computer-Leather-Ergonomic-Adjustable-Classic/dp/B0B1CYKKYN/ref=sr_1_233?keywords=Gaming+Chair&qid=1658103519&sr=8-233
"VERTAGEAR PL1000-PK Gaming Chair, White Pink",$390.31,4.5 out of 5 stars,36,https://www.amazon.com/VERTAGEAR-PL1000-PK-Gaming-Chair-White/dp/B09KZD7CHS/ref=sr_1_234?keywords=Gaming+Chair&qid=1658103519&sr=8-234
Gaming Chair Ergonomic Office Chair Flip-up Armrest and Height Adjustable Seat Home Work Computer Desk Chair Splicing PU Leather with Lumbar Suppor and 360° Swivel Caster for Adult Cherry Red,$145.00,,,https://www.amazon.com/Ergonomic-Flip-up-Adjustable-Computer-Splicing/dp/B09XDR8Z7D/ref=sr_1_235?keywords=Gaming+Chair&qid=1658103519&sr=8-235
"VICTORAGE V03-96-FEA-1 Gaming Chairs, Grey",$250.25,,,https://www.amazon.com/VICTORAGE-V03-96-FEA-1-Gaming-Chairs-Grey/dp/B09SF5NV3Y/ref=sr_1_236?keywords=Gaming+Chair&qid=1658103519&sr=8-236
"ZUNMOS Home Gaming Ergonomic Office Flip-up Armrest and Height Adjustable Desk Splicing PU Leather Computer Chair with Lumbar Support, Black",$119.99,4.7 out of 5 stars,32,https://www.amazon.com/ZUNMOS-Ergonomic-Adjustable-Splicing-Computer/dp/B0B4JYLGK6/ref=sr_1_237?keywords=Gaming+Chair&qid=1658103519&sr=8-237
"Gaming Chairs for Adults, Ergonomic Video Game Chairs, Big and Tall Gaming Chair 280lb Weight Capacity, Racing Style Gaming Computer Gamer Chair with Headrest and Lumbar Support",$189.98,,,https://www.amazon.com/Computer-Headrest-Support-Ergonomic-Comfortable/dp/B09D7F76HV/ref=sr_1_238?keywords=Gaming+Chair&qid=1658103519&sr=8-238
"Supllueer Gaming Seat,Neck Lumbar with Cushio,Seat Angle Adjustment Reclinable Racing Bucket Seat Breathable PU Leather Heavy-Duty Metal Frame NO Stand",$299.99,,,https://www.amazon.com/Supllueer-Adjustment-Reclinable-Breathable-Heavy-Duty/dp/B0B3HBPCHZ/ref=sr_1_239?keywords=Gaming+Chair&qid=1658103519&sr=8-239
Floor Chair Floor Sofa Gaming Chair Floor Chair Folding Chairs with Padded Seats Floor Cushion Chairs for Bedrooms Floor Seating Waterproof(Blue),$38.88,3.6 out of 5 stars,8,https://www.amazon.com/Folding-Cushion-Bedrooms-Seating-Waterproof/dp/B09J4VWBM5/ref=sr_1_240?keywords=Gaming+Chair&qid=1658103519&sr=8-240
"28 inch Nylon Chair Base Replacement(450 Pounds), Heavy Duty Gaming Chair Base Office Chair Base Replacement Compatible with Universal Chair Wheels.(Blue)",$50.99,4.6 out of 5 stars,149,https://www.amazon.com/Replacement-Pounds-Compatible-Universal-Wheels/dp/B08X46SM5N/ref=sr_1_242?keywords=Gaming+Chair&qid=1658103519&sr=8-242
"Raynor Gaming Energy Competition Series Chair, Red",$176.71,4.5 out of 5 stars,2,https://www.amazon.com/Raynor-Gaming-Energy-Competition-Chair/dp/B07MCYGTGT/ref=sr_1_243?keywords=Gaming+Chair&qid=1658103519&sr=8-243
PENCK Adjustable Home Office Floor Chair Back Support Chair Foldable Mediation Seating Suede-Like Fabric Multi-Angle Cushioned Recliner for Adults Kids Video-Gaming Reading Watching (Grey),$99.98,4.2 out of 5 stars,8,https://www.amazon.com/PENCK-Adjustable-Suede-Like-Multi-Angle-Video-Gaming/dp/B09P13TJKW/ref=sr_1_244?keywords=Gaming+Chair&qid=1658103519&sr=8-244
"Separate Folding Floor Chair, 360 Degree Swivel Floor Chair, Adjustable Padded Folding Chair with Back Support,330 lbs Support, Comfortable Video Gaming Chair for Home and Office (Black)",$119.99,,,https://www.amazon.com/Separate-Folding-Adjustable-Support-Comfortable/dp/B09QHJBF8W/ref=sr_1_245?keywords=Gaming+Chair&qid=1658103519&sr=8-245
"MSI Gaming Chair MAG CH130 X (9S6-B0Y30S-001) (9S6B0Y30S001), Black","$1,239.48",4.2 out of 5 stars,38,https://www.amazon.com/MSI-Gaming-Chair-9S6-B0Y30S-001-9S6B0Y30S001/dp/B08YFKFP3L/ref=sr_1_246?keywords=Gaming+Chair&qid=1658103519&sr=8-246
"Techni Mobili Kid's Gaming and Student Racer Wheels, Pink Office Chair",$85.73,5.0 out of 5 stars,3,https://www.amazon.com/Techni-Mobili-Gaming-Student-Wheels/dp/B09PGLJ3CH/ref=sr_1_247?keywords=Gaming+Chair&qid=1658103519&sr=8-247
S*MAX Gaming Recliner Chair Racing Style Ergonomic High Back Swivel PU Leather Gaming Chair Recliner with Adjustable Backrest and Footrest Cup Holders Side Pouch Gamer Chairs for Adults Black,$389.99,2.6 out of 5 stars,2,https://www.amazon.com/Recliner-Ergonomic-Adjustable-Backrest-Footrest/dp/B0967Y5NVQ/ref=sr_1_248?keywords=Gaming+Chair&qid=1658103519&sr=8-248
FLOGOUR Padded Floor Chair with Back Support Adjustable Chaise Lounge Indoor Floor Gaming Chair for Adults 5-Position Comfy Meditation Chair for Bedroom 128C-BE,$88.99,4.1 out of 5 stars,17,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A02269061G107WM8FZ6S5&url=%2FFLOGOUR-Support-Adjustable-5-Position-Meditation%2Fdp%2FB08R85T42B%2Fref%3Dsr_1_249_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103519%26sr%3D8-249-spons%26psc%3D1&qualifier=1658103519&id=6340074941653074&widgetName=sp_btf
"MUZII DT530 Gaming Chair Ergonomic Computer Executive Office Chair, PU Leather Office Desk Chair Comfortable Padded Armrest and Flip-up Armrests for Teens Adults Grey",$109.99,4.2 out of 5 stars,979,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A05034082LMMQ0WZPGPK3&url=%2FMUZII-Ergonomic-Computer-Executive-Comfortable%2Fdp%2FB09XQG7T5T%2Fref%3Dsr_1_250_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103519%26sr%3D8-250-spons%26psc%3D1&qualifier=1658103519&id=6340074941653074&widgetName=sp_btf
X Rocker 2.1 Sound V Rocker Foldable Video Gaming Floor Chair,$138.10,4.2 out of 5 stars,"2,396",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A0967792KFQYZKRQR42N&url=%2FRocker-5130301-Video-Gaming-Wireless%2Fdp%2FB003CNST9Q%2Fref%3Dsr_1_251_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103519%26sr%3D8-251-spons%26psc%3D1&qualifier=1658103519&id=6340074941653074&widgetName=sp_btf
"X Rocker Mammoth Pedestal 2.1 BT PC Office Gaming Chair, 32"" x 26"" x 40.9"", Black",$229.99,4.4 out of 5 stars,368,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A00025162KQD62XWU7TVL&url=%2FRocker-Mammoth-Pedestal-25-98-5152201%2Fdp%2FB0899P3DLC%2Fref%3Dsr_1_252_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103519%26sr%3D8-252-spons%26psc%3D1&qualifier=1658103519&id=6340074941653074&widgetName=sp_btf
"X Rocker Limewire 2.1 BT Floor Rocker Gaming Chair, 36.2"" x 20.8"" x 31.5"", Black/Green",$179.99,4.6 out of 5 stars,295,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A016132833TXHN5CFE5Q7&url=%2FRocker-Limewire-Floor-Black-5110401%2Fdp%2FB0899P2M9K%2Fref%3Dsr_1_241_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103530%26sr%3D8-241-spons%26psc%3D1&qualifier=1658103530&id=3755243493034884&widgetName=sp_atf_next
